date_local,weekday,is_weekend,is_public_holiday,holiday_name,holiday_kind,date_uncertainty_days,is_ramadan,ramadan_day,is_school_break,school_break_name,confidence,school_break_confidence
2027-03-19,4,0,0,,,0,0,,1,Spring break,observed,approximate
2027-03-20,5,1,0,,,0,0,,1,Spring break,observed,approximate
2027-03-21,6,1,0,,,0,0,,1,Spring break,observed,approximate
2027-03-22,0,0,0,,,0,0,,1,Spring break,observed,approximate
2027-03-23,1,0,0,,,0,0,,1,Spring break,observed,approximate
2027-03-24,2,0,0,,,0,0,,1,Spring break,observed,approximate
2027-03-25,3,0,0,,,0,0,,1,Spring break,observed,approximate
2027-03-26,4,0,0,,,0,0,,1,Spring break,observed,approximate
2027-03-27,5,1,0,,,0,0,,1,Spring break,observed,approximate
2027-03-28,6,1,0,,,0,0,,1,Spring break,observed,approximate
2027-03-29,0,0,0,,,0,0,,1,Spring break,observed,approximate
2027-03-30,1,0,0,,,0,0,,1,Spring break,observed,approximate
2027-03-31,2,0,0,,,0,0,,1,Spring break,observed,approximate
2027-04-01,3,0,0,,,0,0,,1,Spring break,observed,approximate
2027-04-02,4,0,0,,,0,0,,0,,observed,
2027-04-03,5,1,0,,,0,0,,0,,observed,
2027-04-04,6,1,0,,,0,0,,0,,observed,
2027-04-05,0,0,0,,,0,0,,0,,observed,
2027-04-06,1,0,0,,,0,0,,0,,observed,
2027-04-07,2,0,0,,,0,0,,0,,observed,
2027-04-08,3,0,0,,,0,0,,0,,observed,
2027-04-09,4,0,0,,,0,0,,0,,observed,
2027-04-10,5,1,0,,,0,0,,0,,observed,
2027-04-11,6,1,0,,,0,0,,0,,observed,
2027-04-12,0,0,0,,,0,0,,0,,observed,
2027-04-13,1,0,0,,,0,0,,0,,observed,
2027-04-14,2,0,0,,,0,0,,0,,observed,
2027-04-15,3,0,0,,,0,0,,0,,observed,
2027-04-16,4,0,0,,,0,0,,0,,observed,
2027-04-17,5,1,0,,,0,0,,0,,observed,
2027-04-18,6,1,0,,,0,0,,0,,observed,
2027-04-19,0,0,0,,,0,0,,0,,observed,
2027-04-20,1,0,0,,,0,0,,0,,observed,
2027-04-21,2,0,0,,,0,0,,0,,observed,
2027-04-22,3,0,0,,,0,0,,0,,observed,
2027-04-23,4,0,0,,,0,0,,0,,observed,
2027-04-24,5,1,0,,,0,0,,0,,observed,
2027-04-25,6,1,0,,,0,0,,0,,observed,
2027-04-26,0,0,0,,,0,0,,0,,observed,
2027-04-27,1,0,0,,,0,0,,0,,observed,
2027-04-28,2,0,0,,,0,0,,0,,observed,
2027-04-29,3,0,0,,,0,0,,0,,observed,
2027-04-30,4,0,0,,,0,0,,0,,observed,
2027-05-01,5,1,0,,,0,0,,0,,observed,
2027-05-02,6,1,0,,,0,0,,0,,observed,
2027-05-03,0,0,0,,,0,0,,0,,observed,
2027-05-04,1,0,0,,,0,0,,0,,observed,
2027-05-05,2,0,0,,,0,0,,0,,observed,
2027-05-06,3,0,0,,,0,0,,0,,observed,
2027-05-07,4,0,0,,,0,0,,0,,observed,
2027-05-08,5,1,0,,,0,0,,0,,observed,
2027-05-09,6,1,0,,,0,0,,0,,observed,
2027-05-10,0,0,0,,,0,0,,0,,observed,
2027-05-11,1,0,0,,,0,0,,0,,observed,
2027-05-12,2,0,0,,,0,0,,0,,observed,
2027-05-13,3,0,0,,,0,0,,0,,observed,
2027-05-14,4,0,0,,,0,0,,0,,observed,
2027-05-15,5,1,1,Arafah Day,islamic,1,0,,0,,calculated,
2027-05-16,6,1,1,Eid al-Adha,islamic,1,0,,0,,calculated,
2027-05-17,0,0,1,Eid al-Adha,islamic,1,0,,0,,calculated,
2027-05-18,1,0,1,Eid al-Adha,islamic,1,0,,0,,calculated,
2027-05-19,2,0,0,,,0,0,,0,,observed,
2027-05-20,3,0,0,,,0,0,,0,,observed,
2027-05-21,4,0,0,,,0,0,,0,,observed,
2027-05-22,5,1,0,,,0,0,,0,,observed,
2027-05-23,6,1,0,,,0,0,,0,,observed,
2027-05-24,0,0,0,,,0,0,,0,,observed,
2027-05-25,1,0,0,,,0,0,,0,,observed,
2027-05-26,2,0,0,,,0,0,,0,,observed,
2027-05-27,3,0,0,,,0,0,,0,,observed,
2027-05-28,4,0,0,,,0,0,,0,,observed,
2027-05-29,5,1,0,,,0,0,,0,,observed,
2027-05-30,6,1,0,,,0,0,,0,,observed,
2027-05-31,0,0,0,,,0,0,,0,,observed,
2027-06-01,1,0,0,,,0,0,,0,,observed,
2027-06-02,2,0,0,,,0,0,,0,,observed,
2027-06-03,3,0,0,,,0,0,,0,,observed,
2027-06-04,4,0,0,,,0,0,,0,,observed,
2027-06-05,5,1,0,,,0,0,,0,,observed,
2027-06-06,6,1,1,Islamic New Year,islamic,1,0,,0,,calculated,
2027-06-07,0,0,0,,,0,0,,0,,observed,
2027-06-08,1,0,0,,,0,0,,0,,observed,
2027-06-09,2,0,0,,,0,0,,0,,observed,
2027-06-10,3,0,0,,,0,0,,0,,observed,
2027-06-11,4,0,0,,,0,0,,0,,observed,
2027-06-12,5,1,0,,,0,0,,0,,observed,
2027-06-13,6,1,0,,,0,0,,0,,observed,
2027-06-14,0,0,0,,,0,0,,0,,observed,
2027-06-15,1,0,0,,,0,0,,0,,observed,
2027-06-16,2,0,0,,,0,0,,0,,observed,
2027-06-17,3,0,0,,,0,0,,0,,observed,
2027-06-18,4,0,0,,,0,0,,0,,observed,
2027-06-19,5,1,0,,,0,0,,0,,observed,
2027-06-20,6,1,0,,,0,0,,0,,observed,
2027-06-21,0,0,0,,,0,0,,0,,observed,
2027-06-22,1,0,0,,,0,0,,0,,observed,
2027-06-23,2,0,0,,,0,0,,0,,observed,
2027-06-24,3,0,0,,,0,0,,0,,observed,
2027-06-25,4,0,0,,,0,0,,0,,observed,
2027-06-26,5,1,0,,,0,0,,0,,observed,
2027-06-27,6,1,0,,,0,0,,0,,observed,
2027-06-28,0,0,0,,,0,0,,0,,observed,
2027-06-29,1,0,0,,,0,0,,0,,observed,
2027-06-30,2,0,0,,,0,0,,0,,observed,
2027-07-01,3,0,0,,,0,0,,1,Summer break,observed,approximate
2027-07-02,4,0,0,,,0,0,,1,Summer break,observed,approximate
2027-07-03,5,1,0,,,0,0,,1,Summer break,observed,approximate
2027-07-04,6,1,0,,,0,0,,1,Summer break,observed,approximate
2027-07-05,0,0,0,,,0,0,,1,Summer break,observed,approximate
2027-07-06,1,0,0,,,0,0,,1,Summer break,observed,approximate
2027-07-07,2,0,0,,,0,0,,1,Summer break,observed,approximate
2027-07-08,3,0,0,,,0,0,,1,Summer break,observed,approximate
2027-07-09,4,0,0,,,0,0,,1,Summer break,observed,approximate
2027-07-10,5,1,0,,,0,0,,1,Summer break,observed,approximate
2027-07-11,6,1,0,,,0,0,,1,Summer break,observed,approximate
2027-07-12,0,0,0,,,0,0,,1,Summer break,observed,approximate
2027-07-13,1,0,0,,,0,0,,1,Summer break,observed,approximate
2027-07-14,2,0,0,,,0,0,,1,Summer break,observed,approximate
2027-07-15,3,0,0,,,0,0,,1,Summer break,observed,approximate
2027-07-16,4,0,0,,,0,0,,1,Summer break,observed,approximate
2027-07-17,5,1,0,,,0,0,,1,Summer break,observed,approximate
2027-07-18,6,1,0,,,0,0,,1,Summer break,observed,approximate
2027-07-19,0,0,0,,,0,0,,1,Summer break,observed,approximate
2027-07-20,1,0,0,,,0,0,,1,Summer break,observed,approximate
2027-07-21,2,0,0,,,0,0,,1,Summer break,observed,approximate
2027-07-22,3,0,0,,,0,0,,1,Summer break,observed,approximate
2027-07-23,4,0,0,,,0,0,,1,Summer break,observed,approximate
2027-07-24,5,1,0,,,0,0,,1,Summer break,observed,approximate
2027-07-25,6,1,0,,,0,0,,1,Summer break,observed,approximate
2027-07-26,0,0,0,,,0,0,,1,Summer break,observed,approximate
2027-07-27,1,0,0,,,0,0,,1,Summer break,observed,approximate
2027-07-28,2,0,0,,,0,0,,1,Summer break,observed,approximate
2027-07-29,3,0,0,,,0,0,,1,Summer break,observed,approximate
2027-07-30,4,0,0,,,0,0,,1,Summer break,observed,approximate
2027-07-31,5,1,0,,,0,0,,1,Summer break,observed,approximate
2027-08-01,6,1,0,,,0,0,,1,Summer break,observed,approximate
2027-08-02,0,0,0,,,0,0,,1,Summer break,observed,approximate
2027-08-03,1,0,0,,,0,0,,1,Summer break,observed,approximate
2027-08-04,2,0,0,,,0,0,,1,Summer break,observed,approximate
2027-08-05,3,0,0,,,0,0,,1,Summer break,observed,approximate
2027-08-06,4,0,0,,,0,0,,1,Summer break,observed,approximate
2027-08-07,5,1,0,,,0,0,,1,Summer break,observed,approximate
2027-08-08,6,1,0,,,0,0,,1,Summer break,observed,approximate
2027-08-09,0,0,0,,,0,0,,1,Summer break,observed,approximate
2027-08-10,1,0,0,,,0,0,,1,Summer break,observed,approximate
2027-08-11,2,0,0,,,0,0,,1,Summer break,observed,approximate
2027-08-12,3,0,0,,,0,0,,1,Summer break,observed,approximate
2027-08-13,4,0,0,,,0,0,,1,Summer break,observed,approximate
2027-08-14,5,1,1,Prophet Muhammad's birthday,islamic,1,0,,1,Summer break,calculated,approximate
2027-08-15,6,1,0,,,0,0,,1,Summer break,observed,approximate
2027-08-16,0,0,0,,,0,0,,1,Summer break,observed,approximate
2027-08-17,1,0,0,,,0,0,,1,Summer break,observed,approximate
2027-08-18,2,0,0,,,0,0,,1,Summer break,observed,approximate
2027-08-19,3,0,0,,,0,0,,1,Summer break,observed,approximate
2027-08-20,4,0,0,,,0,0,,1,Summer break,observed,approximate
2027-08-21,5,1,0,,,0,0,,1,Summer break,observed,approximate
2027-08-22,6,1,0,,,0,0,,1,Summer break,observed,approximate
2027-08-23,0,0,0,,,0,0,,1,Summer break,observed,approximate
2027-08-24,1,0,0,,,0,0,,1,Summer break,observed,approximate
2027-08-25,2,0,0,,,0,0,,1,Summer break,observed,approximate
2027-08-26,3,0,0,,,0,0,,0,,observed,
2027-08-27,4,0,0,,,0,0,,0,,observed,
2027-08-28,5,1,0,,,0,0,,0,,observed,
2027-08-29,6,1,0,,,0,0,,0,,observed,
2027-08-30,0,0,0,,,0,0,,0,,observed,
2027-08-31,1,0,0,,,0,0,,0,,observed,
2027-09-01,2,0,0,,,0,0,,0,,observed,
2027-09-02,3,0,0,,,0,0,,0,,observed,
2027-09-03,4,0,0,,,0,0,,0,,observed,
2027-09-04,5,1,0,,,0,0,,0,,observed,
2027-09-05,6,1,0,,,0,0,,0,,observed,
2027-09-06,0,0,0,,,0,0,,0,,observed,
2027-09-07,1,0,0,,,0,0,,0,,observed,
2027-09-08,2,0,0,,,0,0,,0,,observed,
2027-09-09,3,0,0,,,0,0,,0,,observed,
2027-09-10,4,0,0,,,0,0,,0,,observed,
2027-09-11,5,1,0,,,0,0,,0,,observed,
2027-09-12,6,1,0,,,0,0,,0,,observed,
2027-09-13,0,0,0,,,0,0,,0,,observed,
2027-09-14,1,0,0,,,0,0,,0,,observed,
2027-09-15,2,0,0,,,0,0,,0,,observed,
2027-09-16,3,0,0,,,0,0,,0,,observed,
2027-09-17,4,0,0,,,0,0,,0,,observed,
2027-09-18,5,1,0,,,0,0,,0,,observed,
2027-09-19,6,1,0,,,0,0,,0,,observed,
2027-09-20,0,0,0,,,0,0,,0,,observed,
2027-09-21,1,0,0,,,0,0,,0,,observed,
2027-09-22,2,0,0,,,0,0,,0,,observed,
2027-09-23,3,0,0,,,0,0,,0,,observed,
2027-09-24,4,0,0,,,0,0,,0,,observed,
2027-09-25,5,1,0,,,0,0,,0,,observed,
2027-09-26,6,1,0,,,0,0,,0,,observed,
2027-09-27,0,0,0,,,0,0,,0,,observed,
2027-09-28,1,0,0,,,0,0,,0,,observed,
2027-09-29,2,0,0,,,0,0,,0,,observed,
2027-09-30,3,0,0,,,0,0,,0,,observed,
2027-10-01,4,0,0,,,0,0,,0,,observed,
2027-10-02,5,1,0,,,0,0,,0,,observed,
2027-10-03,6,1,0,,,0,0,,0,,observed,
2027-10-04,0,0,0,,,0,0,,0,,observed,
2027-10-05,1,0,0,,,0,0,,0,,observed,
2027-10-06,2,0,0,,,0,0,,0,,observed,
2027-10-07,3,0,0,,,0,0,,0,,observed,
2027-10-08,4,0,0,,,0,0,,0,,observed,
2027-10-09,5,1,0,,,0,0,,0,,observed,
2027-10-10,6,1,0,,,0,0,,0,,observed,
2027-10-11,0,0,0,,,0,0,,0,,observed,
2027-10-12,1,0,0,,,0,0,,0,,observed,
