basket_id,customer_id,zone_code,ts_local,items,amount_aed,daypart,sample
B0003473,C01043,DXB-DTN,2026-01-25T15:00,1,18.0,midday,1
B0003474,C02127,DXB-MOE,2026-01-25T16:00,2,42.0,midday,1
B0003475,C00108,DXB-DTN,2026-01-25T18:00,1,24.0,evening,1
B0003476,C00277,DXB-MOE,2026-01-25T18:00,3,68.0,evening,1
B0003477,C00742,DXB-DTN,2026-01-25T19:00,1,24.0,evening,1
B0003478,C01133,DXB-DEI,2026-01-25T19:00,2,42.0,evening,1
B0003479,C00165,DXB-DTN,2026-01-25T20:00,2,50.0,evening,1
B0003480,C00328,DXB-MAR,2026-01-25T20:00,2,56.0,evening,1
B0003481,C01114,DXB-MAR,2026-01-25T21:00,4,84.0,evening,1
B0003482,C01491,DXB-DTN,2026-01-25T22:00,1,32.0,evening,1
B0003483,C01199,DXB-MAR,2026-01-25T22:00,2,50.0,evening,1
B0003484,C01605,DXB-MAR,2026-01-25T23:00,2,50.0,evening,1
B0003485,C01350,DXB-MAR,2026-01-25T23:00,2,36.0,evening,1
B0003486,C02241,DXB-MAR,2026-01-25T23:00,2,44.0,evening,1
B0003487,C02310,DXB-DEI,2026-01-26T06:00,4,92.0,morning,1
B0003488,C00391,DXB-DTN,2026-01-26T07:00,2,42.0,morning,1
B0003489,C01863,DXB-DTN,2026-01-26T08:00,2,64.0,morning,1
B0003490,C01040,DXB-MOE,2026-01-26T09:00,2,44.0,morning,1
B0003491,C00445,DXB-MOE,2026-01-26T14:00,1,24.0,midday,1
B0003492,C00655,DXB-MOE,2026-01-26T15:00,1,18.0,midday,1
B0003493,C00032,DXB-DTN,2026-01-26T16:00,2,56.0,midday,1
B0003494,C00659,DXB-MOE,2026-01-26T16:00,1,18.0,midday,1
B0003495,C01813,DXB-MAR,2026-01-26T16:00,4,84.0,midday,1
B0003496,C00311,DXB-DTN,2026-01-26T17:00,2,50.0,evening,1
B0003497,C01623,DXB-MAR,2026-01-26T17:00,2,50.0,evening,1
B0003498,C00959,DXB-DTN,2026-01-26T18:00,1,26.0,evening,1
B0003499,C00416,DXB-MAR,2026-01-26T18:00,3,82.0,evening,1
B0003500,C00275,DXB-MAR,2026-01-26T18:00,1,24.0,evening,1
B0003501,C00240,DXB-MAR,2026-01-26T19:00,2,44.0,evening,1
B0003502,C01337,DXB-MAR,2026-01-26T20:00,3,76.0,evening,1
B0003503,C01289,DXB-MAR,2026-01-26T21:00,1,24.0,evening,1
B0003504,C00901,DXB-MAR,2026-01-26T21:00,1,18.0,evening,1
B0003505,C02057,DXB-DTN,2026-01-26T22:00,2,58.0,evening,1
B0003506,C02305,DXB-MOE,2026-01-26T22:00,1,24.0,evening,1
B0003507,C00331,DXB-MAR,2026-01-26T23:00,2,58.0,evening,1
B0003508,C00368,DXB-DTN,2026-01-27T08:00,2,48.0,morning,1
B0003509,C01526,DXB-MOE,2026-01-27T08:00,1,26.0,morning,1
B0003510,C01712,DXB-MAR,2026-01-27T08:00,1,18.0,morning,1
B0003511,C01847,DXB-DEI,2026-01-27T09:00,2,52.0,morning,1
B0003512,C00862,DXB-MAR,2026-01-27T10:00,2,52.0,morning,1
B0003513,C02148,DXB-DTN,2026-01-27T11:00,2,36.0,midday,1
B0003514,C01181,DXB-MOE,2026-01-27T11:00,1,18.0,midday,1
B0003515,C01665,DXB-MOE,2026-01-27T11:00,1,18.0,midday,1
B0003516,C02271,DXB-DEI,2026-01-27T11:00,1,24.0,midday,1
B0003517,C00429,DXB-MOE,2026-01-27T12:00,2,50.0,midday,1
B0003518,C00855,DXB-MOE,2026-01-27T14:00,1,24.0,midday,1
B0003519,C00888,DXB-MOE,2026-01-27T14:00,2,58.0,midday,1
B0003520,C01532,DXB-MOE,2026-01-27T16:00,2,42.0,midday,1
B0003521,C00270,DXB-DEI,2026-01-27T16:00,1,26.0,midday,1
B0003522,C01967,DXB-MOE,2026-01-27T18:00,1,18.0,evening,1
B0003523,C00554,DXB-MAR,2026-01-27T18:00,3,76.0,evening,1
B0003524,C00070,DXB-MAR,2026-01-27T18:00,3,76.0,evening,1
B0003525,C01232,DXB-DTN,2026-01-27T19:00,1,26.0,evening,1
B0003526,C00998,DXB-MOE,2026-01-27T19:00,1,24.0,evening,1
B0003527,C00020,DXB-MAR,2026-01-27T19:00,1,24.0,evening,1
B0003528,C01504,DXB-MAR,2026-01-27T19:00,1,24.0,evening,1
B0003529,C00150,DXB-MAR,2026-01-27T19:00,1,18.0,evening,1
B0003530,C01658,DXB-MAR,2026-01-27T20:00,2,42.0,evening,1
B0003531,C00926,DXB-MAR,2026-01-27T21:00,2,42.0,evening,1
B0003532,C00876,DXB-MOE,2026-01-27T22:00,2,58.0,evening,1
B0003533,C01996,DXB-MOE,2026-01-27T22:00,1,26.0,evening,1
B0003534,C01751,DXB-MOE,2026-01-27T22:00,2,44.0,evening,1
B0003535,C00983,DXB-MAR,2026-01-27T22:00,1,18.0,evening,1
B0003536,C02385,DXB-DEI,2026-01-28T06:00,1,32.0,morning,1
B0003537,C02024,DXB-DTN,2026-01-28T07:00,1,18.0,morning,1
B0003538,C01254,DXB-MOE,2026-01-28T08:00,2,48.0,morning,1
B0003539,C00915,DXB-DTN,2026-01-28T09:00,2,56.0,morning,1
B0003540,C02158,DXB-DEI,2026-01-28T09:00,2,42.0,morning,1
B0003541,C01853,DXB-DTN,2026-01-28T10:00,2,42.0,morning,1
B0003542,C01994,DXB-DTN,2026-01-28T10:00,1,32.0,morning,1
B0003543,C00871,DXB-MOE,2026-01-28T10:00,1,18.0,morning,1
B0003544,C01600,DXB-DTN,2026-01-28T11:00,1,32.0,midday,1
B0003545,C00242,DXB-MOE,2026-01-28T11:00,1,18.0,midday,1
B0003546,C01059,DXB-MAR,2026-01-28T12:00,2,44.0,midday,1
B0003547,C01424,DXB-MAR,2026-01-28T12:00,1,18.0,midday,1
B0003548,C01230,DXB-DTN,2026-01-28T15:00,1,24.0,midday,1
B0003549,C01967,DXB-MOE,2026-01-28T15:00,2,42.0,midday,1
B0003550,C02262,DXB-MOE,2026-01-28T15:00,3,88.0,midday,1
B0003551,C00330,DXB-MAR,2026-01-28T15:00,3,82.0,midday,1
B0003552,C00421,DXB-MAR,2026-01-28T16:00,2,42.0,midday,1
B0003553,C01740,DXB-DTN,2026-01-28T17:00,2,50.0,evening,1
B0003554,C00546,DXB-DEI,2026-01-28T17:00,2,56.0,evening,1
B0003555,C00495,DXB-DTN,2026-01-28T18:00,1,24.0,evening,1
B0003556,C02088,DXB-DTN,2026-01-28T18:00,2,42.0,evening,1
B0003557,C01790,DXB-DTN,2026-01-28T18:00,1,26.0,evening,1
B0003558,C00210,DXB-MAR,2026-01-28T18:00,2,56.0,evening,1
B0003559,C01496,DXB-MAR,2026-01-28T20:00,1,18.0,evening,1
B0003560,C00519,DXB-DTN,2026-01-28T21:00,2,50.0,evening,1
B0003561,C02320,DXB-DTN,2026-01-28T21:00,1,18.0,evening,1
B0003562,C01898,DXB-MAR,2026-01-28T21:00,2,50.0,evening,1
B0003563,C00915,DXB-MAR,2026-01-28T21:00,1,32.0,evening,1
B0003564,C01295,DXB-DTN,2026-01-28T22:00,2,50.0,evening,1
B0003565,C01215,DXB-MAR,2026-01-28T22:00,1,26.0,evening,1
B0003566,C01424,DXB-MAR,2026-01-28T23:00,1,18.0,evening,1
B0003567,C00502,DXB-MAR,2026-01-28T23:00,1,18.0,evening,1
B0003568,C00277,DXB-DEI,2026-01-29T06:00,1,18.0,morning,1
B0003569,C01862,DXB-DTN,2026-01-29T08:00,1,32.0,morning,1
B0003570,C00930,DXB-MOE,2026-01-29T08:00,2,50.0,morning,1
B0003571,C01422,DXB-MAR,2026-01-29T08:00,2,50.0,morning,1
B0003572,C01337,DXB-MAR,2026-01-29T08:00,3,76.0,morning,1
B0003573,C00020,DXB-DTN,2026-01-29T09:00,1,26.0,morning,1
B0003574,C00020,DXB-MOE,2026-01-29T09:00,1,26.0,morning,1
B0003575,C02270,DXB-DEI,2026-01-29T09:00,1,26.0,morning,1
B0003576,C01499,DXB-MAR,2026-01-29T10:00,3,84.0,morning,1
B0003577,C01246,DXB-DTN,2026-01-29T11:00,1,32.0,midday,1
B0003578,C02110,DXB-MOE,2026-01-29T14:00,1,24.0,midday,1
B0003579,C02266,DXB-MOE,2026-01-29T16:00,2,42.0,midday,1
B0003580,C01064,DXB-MOE,2026-01-29T17:00,2,50.0,evening,1
B0003581,C01866,DXB-MOE,2026-01-29T17:00,2,50.0,evening,1
B0003582,C00379,DXB-MAR,2026-01-29T17:00,4,100.0,evening,1
B0003583,C01205,DXB-DEI,2026-01-29T17:00,1,24.0,evening,1
B0003584,C00478,DXB-MOE,2026-01-29T19:00,3,54.0,evening,1
B0003585,C02302,DXB-MOE,2026-01-29T19:00,1,18.0,evening,1
B0003586,C00335,DXB-MAR,2026-01-29T19:00,2,50.0,evening,1
B0003587,C00371,DXB-DTN,2026-01-29T20:00,1,18.0,evening,1
B0003588,C00305,DXB-MAR,2026-01-29T20:00,3,76.0,evening,1
B0003589,C00594,DXB-DTN,2026-01-29T21:00,1,18.0,evening,1
B0003590,C02076,DXB-MOE,2026-01-29T22:00,2,58.0,evening,1
B0003591,C02039,DXB-MAR,2026-01-29T22:00,2,50.0,evening,1
B0003592,C01990,DXB-MAR,2026-01-29T22:00,1,24.0,evening,1
B0003593,C01034,DXB-DTN,2026-01-30T07:00,3,70.0,morning,1
B0003594,C01232,DXB-DEI,2026-01-30T07:00,1,18.0,morning,1
B0003595,C01406,DXB-DEI,2026-01-30T07:00,1,26.0,morning,1
B0003596,C01623,DXB-DEI,2026-01-30T07:00,1,26.0,morning,1
B0003597,C02258,DXB-MAR,2026-01-30T09:00,1,32.0,morning,1
B0003598,C00638,DXB-DEI,2026-01-30T09:00,1,26.0,morning,1
B0003599,C02384,DXB-MOE,2026-01-30T10:00,1,18.0,morning,1
B0003600,C00835,DXB-MOE,2026-01-30T10:00,1,18.0,morning,1
B0003601,C01358,DXB-MAR,2026-01-30T10:00,1,18.0,morning,1
B0003602,C01399,DXB-DTN,2026-01-30T11:00,1,32.0,midday,1
B0003603,C02332,DXB-DEI,2026-01-30T11:00,2,56.0,midday,1
B0003604,C00487,DXB-MOE,2026-01-30T12:00,2,44.0,midday,1
B0003605,C01337,DXB-MOE,2026-01-30T16:00,3,80.0,midday,1
B0003606,C00532,DXB-MOE,2026-01-30T16:00,2,50.0,midday,1
B0003607,C00425,DXB-MAR,2026-01-30T16:00,2,44.0,midday,1
B0003608,C01193,DXB-DEI,2026-01-30T16:00,1,26.0,midday,1
B0003609,C00189,DXB-DEI,2026-01-30T16:00,3,78.0,midday,1
B0003610,C00550,DXB-DEI,2026-01-30T16:00,2,50.0,midday,1
B0003611,C01127,DXB-DTN,2026-01-30T17:00,1,32.0,evening,1
B0003612,C00665,DXB-MOE,2026-01-30T17:00,1,26.0,evening,1
B0003613,C01318,DXB-DTN,2026-01-30T19:00,2,58.0,evening,1
B0003614,C01014,DXB-MOE,2026-01-30T19:00,1,18.0,evening,1
B0003615,C01213,DXB-MAR,2026-01-30T19:00,1,32.0,evening,1
B0003616,C01128,DXB-DEI,2026-01-30T19:00,2,42.0,evening,1
B0003617,C00461,DXB-MOE,2026-01-30T20:00,1,32.0,evening,1
B0003618,C02258,DXB-MAR,2026-01-30T20:00,2,50.0,evening,1
B0003619,C00644,DXB-MAR,2026-01-30T20:00,1,32.0,evening,1
B0003620,C00334,DXB-MAR,2026-01-30T20:00,2,42.0,evening,1
B0003621,C00745,DXB-DTN,2026-01-30T21:00,3,74.0,evening,1
B0003622,C00245,DXB-DTN,2026-01-30T21:00,2,50.0,evening,1
B0003623,C01026,DXB-MAR,2026-01-30T21:00,2,58.0,evening,1
B0003624,C00474,DXB-MAR,2026-01-30T21:00,1,32.0,evening,1
B0003625,C01994,DXB-MAR,2026-01-31T07:00,1,32.0,morning,1
B0003626,C00429,DXB-DEI,2026-01-31T07:00,1,32.0,morning,1
B0003627,C02092,DXB-DEI,2026-01-31T07:00,2,58.0,morning,1
B0003628,C01305,DXB-MAR,2026-01-31T08:00,1,24.0,morning,1
B0003629,C00666,DXB-MAR,2026-01-31T08:00,1,26.0,morning,1
B0003630,C01619,DXB-DEI,2026-01-31T08:00,2,64.0,morning,1
B0003631,C02202,DXB-MOE,2026-01-31T09:00,2,42.0,morning,1
B0003632,C01318,DXB-DEI,2026-01-31T09:00,2,58.0,morning,1
B0003633,C01978,DXB-DTN,2026-01-31T10:00,3,82.0,morning,1
B0003634,C02366,DXB-MOE,2026-01-31T10:00,1,24.0,morning,1
B0003635,C01799,DXB-DEI,2026-01-31T10:00,3,96.0,morning,1
B0003636,C00631,DXB-DTN,2026-01-31T13:00,2,56.0,midday,1
B0003637,C00757,DXB-DTN,2026-01-31T16:00,1,26.0,midday,1
B0003638,C01149,DXB-MOE,2026-01-31T16:00,2,58.0,midday,1
B0003639,C01413,DXB-DEI,2026-01-31T16:00,2,52.0,midday,1
B0003640,C02330,DXB-MAR,2026-01-31T17:00,2,56.0,evening,1
B0003641,C00630,DXB-DTN,2026-01-31T18:00,2,50.0,evening,1
B0003642,C01672,DXB-MAR,2026-01-31T18:00,1,26.0,evening,1
B0003643,C00898,DXB-DTN,2026-01-31T19:00,3,76.0,evening,1
B0003644,C01660,DXB-DEI,2026-01-31T19:00,1,18.0,evening,1
B0003645,C00582,DXB-DTN,2026-01-31T20:00,1,26.0,evening,1
B0003646,C00020,DXB-MOE,2026-01-31T20:00,1,26.0,evening,1
B0003647,C01653,DXB-MAR,2026-01-31T20:00,2,58.0,evening,1
B0003648,C01155,DXB-DEI,2026-01-31T20:00,3,68.0,evening,1
B0003649,C01795,DXB-DTN,2026-01-31T21:00,1,26.0,evening,1
B0003650,C00130,DXB-MAR,2026-01-31T22:00,2,58.0,evening,1
B0003651,C01521,DXB-MAR,2026-01-31T22:00,1,18.0,evening,1
B0003652,C01823,DXB-MAR,2026-01-31T22:00,2,50.0,evening,1
B0003653,C00184,DXB-MAR,2026-01-31T22:00,2,42.0,evening,1
B0003654,C02186,DXB-DEI,2026-02-01T06:00,1,18.0,morning,1
B0003655,C01859,DXB-DTN,2026-02-01T08:00,1,24.0,morning,1
B0003656,C01187,DXB-MOE,2026-02-01T08:00,2,42.0,morning,1
B0003657,C01863,DXB-DEI,2026-02-01T08:00,4,92.0,morning,1
B0003658,C01996,DXB-DTN,2026-02-01T09:00,1,24.0,morning,1
B0003659,C01772,DXB-DTN,2026-02-01T09:00,2,50.0,morning,1
B0003660,C00299,DXB-DEI,2026-02-01T09:00,2,52.0,morning,1
B0003661,C01527,DXB-DEI,2026-02-01T09:00,3,76.0,morning,1
B0003662,C02051,DXB-MOE,2026-02-01T10:00,2,52.0,morning,1
B0003663,C00969,DXB-DEI,2026-02-01T10:00,3,76.0,morning,1
B0003664,C01120,DXB-DEI,2026-02-01T10:00,2,56.0,morning,1
B0003665,C01846,DXB-MOE,2026-02-01T12:00,3,82.0,midday,1
B0003666,C00552,DXB-DTN,2026-02-01T15:00,2,48.0,midday,1
B0003667,C02379,DXB-DTN,2026-02-01T16:00,2,56.0,midday,1
B0003668,C00858,DXB-MOE,2026-02-01T16:00,1,24.0,midday,1
B0003669,C01852,DXB-MOE,2026-02-01T17:00,1,26.0,evening,1
B0003670,C01659,DXB-DEI,2026-02-01T17:00,1,24.0,evening,1
B0003671,C00032,DXB-MOE,2026-02-01T19:00,2,56.0,evening,1
B0003672,C02242,DXB-MOE,2026-02-01T19:00,1,32.0,evening,1
B0003673,C00766,DXB-MAR,2026-02-01T20:00,1,26.0,evening,1
B0003674,C00363,DXB-MAR,2026-02-01T20:00,1,26.0,evening,1
B0003675,C00659,DXB-MAR,2026-02-01T20:00,4,108.0,evening,1
B0003676,C00244,DXB-MOE,2026-02-01T21:00,1,32.0,evening,1
B0003677,C02175,DXB-MOE,2026-02-01T22:00,2,44.0,evening,1
B0003678,C01916,DXB-DEI,2026-02-02T06:00,1,24.0,morning,1
B0003679,C00423,DXB-DEI,2026-02-02T07:00,1,24.0,morning,1
B0003680,C01127,DXB-MOE,2026-02-02T08:00,2,42.0,morning,1
B0003681,C00739,DXB-MAR,2026-02-02T08:00,3,76.0,morning,1
B0003682,C02263,DXB-DEI,2026-02-02T08:00,1,24.0,morning,1
B0003683,C00883,DXB-MOE,2026-02-02T09:00,1,26.0,morning,1
B0003684,C00429,DXB-DTN,2026-02-02T10:00,2,50.0,morning,1
B0003685,C02051,DXB-MOE,2026-02-02T11:00,2,56.0,midday,1
B0003686,C01383,DXB-MOE,2026-02-02T12:00,1,24.0,midday,1
B0003687,C00811,DXB-MOE,2026-02-02T15:00,2,42.0,midday,1
B0003688,C01702,DXB-MOE,2026-02-02T15:00,1,24.0,midday,1
B0003689,C01736,DXB-MOE,2026-02-02T16:00,1,24.0,midday,1
B0003690,C00329,DXB-MAR,2026-02-02T16:00,1,26.0,midday,1
B0003691,C01585,DXB-MOE,2026-02-02T17:00,1,18.0,evening,1
B0003692,C00226,DXB-DEI,2026-02-02T17:00,1,24.0,evening,1
B0003693,C02264,DXB-MOE,2026-02-02T18:00,2,44.0,evening,1
B0003694,C00495,DXB-MAR,2026-02-02T18:00,2,48.0,evening,1
B0003695,C01674,DXB-DTN,2026-02-02T19:00,3,68.0,evening,1
B0003696,C00589,DXB-MOE,2026-02-02T20:00,1,24.0,evening,1
B0003697,C00518,DXB-MAR,2026-02-02T22:00,2,64.0,evening,1
B0003698,C00817,DXB-MAR,2026-02-02T23:00,3,68.0,evening,1
B0003699,C01337,DXB-MAR,2026-02-02T23:00,2,56.0,evening,1
B0003700,C00669,DXB-DTN,2026-02-03T07:00,1,26.0,morning,1
B0003701,C01127,DXB-DEI,2026-02-03T08:00,1,24.0,morning,1
B0003702,C00598,DXB-DTN,2026-02-03T09:00,1,18.0,morning,1
B0003703,C01287,DXB-DTN,2026-02-03T09:00,1,24.0,morning,1
B0003704,C01804,DXB-MOE,2026-02-03T09:00,1,26.0,morning,1
B0003705,C01337,DXB-MOE,2026-02-03T09:00,1,26.0,morning,1
B0003706,C02219,DXB-DTN,2026-02-03T10:00,4,120.0,morning,1
B0003707,C00444,DXB-MOE,2026-02-03T10:00,1,24.0,morning,1
B0003708,C00257,DXB-MOE,2026-02-03T16:00,1,26.0,midday,1
B0003709,C01337,DXB-MOE,2026-02-03T16:00,1,18.0,midday,1
B0003710,C00624,DXB-DEI,2026-02-03T16:00,1,32.0,midday,1
B0003711,C01185,DXB-MOE,2026-02-03T17:00,1,26.0,evening,1
B0003712,C00596,DXB-MAR,2026-02-03T17:00,1,26.0,evening,1
B0003713,C01967,DXB-DTN,2026-02-03T18:00,1,18.0,evening,1
B0003714,C01126,DXB-DEI,2026-02-03T18:00,2,50.0,evening,1
B0003715,C00665,DXB-MOE,2026-02-03T19:00,1,32.0,evening,1
B0003716,C01729,DXB-MAR,2026-02-03T20:00,3,76.0,evening,1
B0003717,C00871,DXB-MOE,2026-02-03T21:00,1,24.0,evening,1
B0003718,C00493,DXB-DEI,2026-02-03T21:00,2,64.0,evening,1
B0003719,C00969,DXB-MAR,2026-02-03T22:00,1,26.0,evening,1
B0003720,C01396,DXB-MAR,2026-02-03T23:00,2,36.0,evening,1
B0003721,C00759,DXB-MAR,2026-02-04T07:00,1,24.0,morning,1
B0003722,C00629,DXB-DTN,2026-02-04T08:00,1,18.0,morning,1
B0003723,C00798,DXB-DTN,2026-02-04T08:00,1,18.0,morning,1
B0003724,C00775,DXB-DTN,2026-02-04T08:00,2,36.0,morning,1
B0003725,C00379,DXB-DEI,2026-02-04T08:00,2,42.0,morning,1
B0003726,C02246,DXB-DEI,2026-02-04T08:00,2,50.0,morning,1
B0003727,C00000,DXB-MOE,2026-02-04T09:00,2,52.0,morning,1
B0003728,C01432,DXB-MAR,2026-02-04T09:00,1,18.0,morning,1
B0003729,C01783,DXB-DTN,2026-02-04T11:00,1,24.0,midday,1
B0003730,C01453,DXB-MOE,2026-02-04T11:00,2,44.0,midday,1
B0003731,C02250,DXB-DEI,2026-02-04T11:00,1,18.0,midday,1
B0003732,C00624,DXB-MOE,2026-02-04T12:00,2,50.0,midday,1
B0003733,C00135,DXB-DTN,2026-02-04T13:00,1,32.0,midday,1
B0003734,C01761,DXB-DTN,2026-02-04T14:00,2,48.0,midday,1
B0003735,C00116,DXB-DTN,2026-02-04T15:00,1,32.0,midday,1
B0003736,C00967,DXB-DTN,2026-02-04T15:00,4,114.0,midday,1
B0003737,C02262,DXB-DTN,2026-02-04T16:00,2,44.0,midday,1
B0003738,C00859,DXB-MOE,2026-02-04T17:00,1,26.0,evening,1
B0003739,C00463,DXB-MAR,2026-02-04T19:00,2,58.0,evening,1
B0003740,C00092,DXB-DEI,2026-02-04T19:00,2,36.0,evening,1
B0003741,C00104,DXB-MAR,2026-02-04T20:00,1,18.0,evening,1
B0003742,C00165,DXB-MAR,2026-02-04T20:00,3,70.0,evening,1
B0003743,C01895,DXB-MAR,2026-02-04T20:00,3,68.0,evening,1
B0003744,C02281,DXB-MOE,2026-02-04T21:00,3,76.0,evening,1
B0003745,C00984,DXB-MAR,2026-02-04T21:00,2,36.0,evening,1
B0003746,C01997,DXB-MAR,2026-02-04T21:00,2,58.0,evening,1
B0003747,C01223,DXB-MAR,2026-02-04T22:00,1,32.0,evening,1
B0003748,C00020,DXB-MAR,2026-02-05T07:00,1,24.0,morning,1
B0003749,C01931,DXB-DEI,2026-02-05T07:00,2,44.0,morning,1
B0003750,C01873,DXB-DTN,2026-02-05T08:00,1,18.0,morning,1
B0003751,C01180,DXB-DTN,2026-02-05T09:00,2,50.0,morning,1
B0003752,C00067,DXB-MOE,2026-02-05T09:00,2,52.0,morning,1
B0003753,C01852,DXB-MOE,2026-02-05T09:00,2,50.0,morning,1
B0003754,C00253,DXB-MAR,2026-02-05T09:00,1,24.0,morning,1
B0003755,C00696,DXB-DEI,2026-02-05T10:00,1,18.0,morning,1
B0003756,C00400,DXB-MOE,2026-02-05T12:00,1,24.0,midday,1
B0003757,C00092,DXB-MOE,2026-02-05T13:00,1,32.0,midday,1
B0003758,C00692,DXB-DEI,2026-02-05T15:00,1,18.0,midday,1
B0003759,C00130,DXB-MOE,2026-02-05T16:00,2,64.0,midday,1
B0003760,C01923,DXB-MAR,2026-02-05T16:00,1,18.0,midday,1
B0003761,C02278,DXB-DEI,2026-02-05T16:00,2,48.0,midday,1
B0003762,C02140,DXB-MOE,2026-02-05T17:00,1,26.0,evening,1
B0003763,C01798,DXB-DTN,2026-02-05T19:00,2,50.0,evening,1
B0003764,C00726,DXB-MOE,2026-02-05T19:00,2,50.0,evening,1
B0003765,C00853,DXB-MAR,2026-02-05T19:00,3,68.0,evening,1
B0003766,C02110,DXB-MAR,2026-02-05T19:00,1,26.0,evening,1
B0003767,C01962,DXB-MAR,2026-02-05T19:00,2,64.0,evening,1
B0003768,C00871,DXB-MOE,2026-02-05T20:00,1,26.0,evening,1
B0003769,C01997,DXB-MAR,2026-02-05T20:00,2,44.0,evening,1
B0003770,C00690,DXB-DEI,2026-02-05T20:00,3,88.0,evening,1
B0003771,C01432,DXB-MOE,2026-02-05T21:00,1,24.0,evening,1
B0003772,C00637,DXB-MAR,2026-02-05T21:00,1,32.0,evening,1
B0003773,C01541,DXB-MAR,2026-02-05T21:00,5,138.0,evening,1
B0003774,C00444,DXB-MAR,2026-02-05T23:00,1,24.0,evening,1
B0003775,C00243,DXB-MAR,2026-02-05T23:00,1,32.0,evening,1
B0003776,C02244,DXB-DEI,2026-02-06T07:00,2,64.0,morning,1
B0003777,C00445,DXB-DTN,2026-02-06T08:00,2,50.0,morning,1
B0003778,C02296,DXB-MAR,2026-02-06T08:00,1,18.0,morning,1
B0003779,C00285,DXB-DTN,2026-02-06T09:00,1,24.0,morning,1
B0003780,C00314,DXB-DTN,2026-02-06T09:00,1,26.0,morning,1
B0003781,C00656,DXB-MOE,2026-02-06T09:00,2,56.0,morning,1
B0003782,C01767,DXB-DTN,2026-02-06T10:00,2,52.0,morning,1
B0003783,C01848,DXB-DTN,2026-02-06T10:00,2,44.0,morning,1
B0003784,C00731,DXB-MOE,2026-02-06T10:00,1,32.0,morning,1
B0003785,C01767,DXB-MOE,2026-02-06T12:00,3,76.0,midday,1
B0003786,C01409,DXB-MOE,2026-02-06T12:00,1,26.0,midday,1
B0003787,C01393,DXB-MOE,2026-02-06T14:00,1,32.0,midday,1
B0003788,C01094,DXB-MOE,2026-02-06T14:00,1,24.0,midday,1
B0003789,C01549,DXB-MOE,2026-02-06T16:00,2,58.0,midday,1
B0003790,C02071,DXB-MOE,2026-02-06T17:00,2,50.0,evening,1
B0003791,C00514,DXB-DEI,2026-02-06T17:00,3,74.0,evening,1
B0003792,C00800,DXB-MAR,2026-02-06T18:00,2,44.0,evening,1
B0003793,C01777,DXB-DTN,2026-02-06T19:00,2,48.0,evening,1
B0003794,C01990,DXB-MOE,2026-02-06T19:00,1,24.0,evening,1
B0003795,C00690,DXB-DTN,2026-02-06T20:00,1,32.0,evening,1
B0003796,C01417,DXB-MAR,2026-02-06T20:00,1,32.0,evening,1
B0003797,C01337,DXB-MAR,2026-02-06T21:00,1,26.0,evening,1
B0003798,C01220,DXB-MAR,2026-02-06T21:00,1,18.0,evening,1
B0003799,C00915,DXB-DTN,2026-02-06T22:00,2,42.0,evening,1
B0003800,C01480,DXB-MAR,2026-02-06T22:00,1,26.0,evening,1
B0003801,C00647,DXB-MAR,2026-02-06T22:00,2,64.0,evening,1
B0003802,C00630,DXB-MAR,2026-02-06T23:00,2,56.0,evening,1
B0003803,C00223,DXB-DEI,2026-02-07T06:00,1,18.0,morning,1
B0003804,C01024,DXB-DEI,2026-02-07T06:00,2,50.0,morning,1
B0003805,C00335,DXB-DTN,2026-02-07T07:00,1,32.0,morning,1
B0003806,C00872,DXB-MAR,2026-02-07T07:00,1,24.0,morning,1
B0003807,C01706,DXB-DEI,2026-02-07T07:00,1,32.0,morning,1
B0003808,C00555,DXB-MOE,2026-02-07T08:00,1,32.0,morning,1
B0003809,C01424,DXB-MAR,2026-02-07T08:00,2,50.0,morning,1
B0003810,C01720,DXB-DEI,2026-02-07T08:00,1,18.0,morning,1
B0003811,C00796,DXB-DEI,2026-02-07T09:00,1,24.0,morning,1
B0003812,C01953,DXB-DEI,2026-02-07T09:00,3,62.0,morning,1
B0003813,C02356,DXB-DTN,2026-02-07T10:00,3,74.0,morning,1
B0003814,C01551,DXB-DTN,2026-02-07T10:00,4,114.0,morning,1
B0003815,C01865,DXB-DTN,2026-02-07T10:00,1,24.0,morning,1
B0003816,C01736,DXB-MAR,2026-02-07T11:00,2,64.0,midday,1
B0003817,C02051,DXB-DEI,2026-02-07T11:00,1,24.0,midday,1
B0003818,C00372,DXB-MOE,2026-02-07T12:00,1,26.0,midday,1
B0003819,C00046,DXB-MOE,2026-02-07T12:00,3,60.0,midday,1
B0003820,C02051,DXB-MOE,2026-02-07T12:00,3,70.0,midday,1
B0003821,C01738,DXB-MOE,2026-02-07T13:00,2,56.0,midday,1
B0003822,C01906,DXB-MOE,2026-02-07T16:00,3,80.0,midday,1
B0003823,C01907,DXB-MAR,2026-02-07T16:00,3,80.0,midday,1
B0003824,C01967,DXB-DEI,2026-02-07T16:00,2,48.0,midday,1
B0003825,C00594,DXB-MOE,2026-02-07T18:00,1,24.0,evening,1
B0003826,C01940,DXB-MAR,2026-02-07T19:00,2,56.0,evening,1
B0003827,C00262,DXB-DTN,2026-02-07T20:00,2,50.0,evening,1
B0003828,C02083,DXB-MOE,2026-02-07T20:00,2,48.0,evening,1
B0003829,C01842,DXB-MOE,2026-02-07T20:00,1,32.0,evening,1
B0003830,C01584,DXB-MOE,2026-02-07T20:00,4,112.0,evening,1
